일자,기준환율
2022.07.29,1304.0
2022.07.30,1304.0
2022.07.31,1304.0
2022.08.01,1298.6
2022.08.02,1306.4
2022.08.03,1307.2
2022.08.04,1310.5
2022.08.05,1309.7
2022.08.06,1309.7
2022.08.07,1309.7
2022.08.08,1299.3
2022.08.09,1304.8
2022.08.10,1305.1
2022.08.11,1309.1
2022.08.12,1302.5
2022.08.13,1302.5
2022.08.14,1302.5
2022.08.15,1302.5
2022.08.16,1303.1
2022.08.17,1309.6
2022.08.18,1309.8
2022.08.19,1317.3
2022.08.20,1317.3
2022.08.21,1317.3
2022.08.22,1326.7
2022.08.23,1338.2
2022.08.24,1341.8
2022.08.25,1341.4
2022.08.26,1336.9
2022.08.27,1336.9
2022.08.28,1336.9
2022.08.29,1332.5
2022.08.30,1347.7
2022.08.31,1347.5
2022.09.01,1345.1
2022.09.02,1351.4
2022.09.03,1351.4
2022.09.04,1351.4
2022.09.05,1356.5
2022.09.06,1369.7
2022.09.07,1370.3
2022.09.08,1385.3
2022.09.09,1385.3
2022.09.10,1385.3
2022.09.11,1385.3
2022.09.12,1385.3
2022.09.13,1381.2
2022.09.14,1374.8
2022.09.15,1391.7
2022.09.16,1394.2
2022.09.17,1394.2
2022.09.18,1394.2
2022.09.19,1394.2
2022.09.20,1390.1
2022.09.21,1389.1
2022.09.22,1393.6
2022.09.23,1408.0
2022.09.24,1408.0
2022.09.25,1408.0
2022.09.26,1408.4
2022.09.27,1429.7
2022.09.28,1427.2
2022.09.29,1436.5
2022.09.30,1434.8
2022.10.01,1434.8
2022.10.02,1434.8
2022.10.03,1434.8
2022.10.04,1432.1
2022.10.05,1431.2
2022.10.06,1419.1
2022.10.07,1404.2
2022.10.08,1404.2
2022.10.09,1404.2
2022.10.10,1404.2
2022.10.11,1410.3
2022.10.12,1433.5
2022.10.13,1430.4
2022.10.14,1427.0
2022.10.15,1427.0
2022.10.16,1427.0
2022.10.17,1428.9
2022.10.18,1436.6
2022.10.19,1425.6
2022.10.20,1420.6
2022.10.21,1431.7
2022.10.22,1431.7
2022.10.23,1431.7
2022.10.24,1436.6
2022.10.25,1436.6
2022.10.26,1436.5
2022.10.27,1428.2
2022.10.28,1418.1
2022.10.29,1418.1
2022.10.30,1418.1
2022.10.31,1419.3
2022.11.01,1422.2
2022.11.02,1421.7
2022.11.03,1418.0
2022.11.04,1422.1
2022.11.05,1422.1
2022.11.06,1422.1
2022.11.07,1422.4
2022.11.08,1406.5
2022.11.09,1387.3
2022.11.10,1368.3
2022.11.11,1370.1
2022.11.12,1370.1
2022.11.13,1370.1
2022.11.14,1334.1
2022.11.15,1320.3
2022.11.16,1322.4
2022.11.17,1325.6
2022.11.18,1338.4
2022.11.19,1338.4
2022.11.20,1338.4
2022.11.21,1340.0
2022.11.22,1352.3
2022.11.23,1355.7
2022.11.24,1352.3
2022.11.25,1333.2
2022.11.26,1333.2
2022.11.27,1333.2
2022.11.28,1326.8
2022.11.29,1339.0
2022.11.30,1331.5
2022.12.01,1320.1
2022.12.02,1300.8
2022.12.03,1300.8
2022.12.04,1300.8
2022.12.05,1300.4
2022.12.06,1293.2
2022.12.07,1309.0
2022.12.08,1319.5
2022.12.09,1320.4
2022.12.10,1320.4
2022.12.11,1320.4
2022.12.12,1306.6
2022.12.13,1310.0
2022.12.14,1304.4
2022.12.15,1296.0
2022.12.16,1301.0
2022.12.17,1301.0
2022.12.18,1301.0
2022.12.19,1310.1
2022.12.20,1302.0
2022.12.21,1298.0
2022.12.22,1286.6
2022.12.23,1276.1
2022.12.24,1276.1
2022.12.25,1276.1
2022.12.26,1282.2
2022.12.27,1276.4
2022.12.28,1268.3
2022.12.29,1268.4
2022.12.30,1267.3
2022.12.31,1267.3
