coin,buy_date,buy,sell_date,sell,profit,profit_rate
XEM,2018-10-01,116.05799999999999,2018-10-13,108.94550000000001,-7.112499999999983,-0.061284013165830736
XEM,2018-11-12,126.06299999999999,2018-12-05,86.9565,-39.10649999999998,-0.31021394064872315
QTUM,2018-01-06,108704.325,2018-01-10,74912.52500000001,-33791.79999999999,-0.3108597565000288
QTUM,2018-04-16,18159.075,2018-05-10,20229.88,2070.8050000000003,0.11403692093347267
QTUM,2018-10-21,4767.3825,2018-10-30,4247.875,-519.5074999999997,-0.10897122267827256
QTUM,2018-12-20,2656.3275,2018-12-28,2623.6875,-32.63999999999987,-0.01228764148998942
STEEM,2018-04-12,2851.4249999999997,2018-05-05,4202.8975,1351.4725000000003,0.4739638952453599
STEEM,2018-09-24,1055.5275,2018-10-05,916.5415,-138.98599999999988,-0.13167444713662116
XLM,2018-04-15,303.1515,2018-05-03,478.76050000000004,175.60900000000004,0.5792780177567983
XLM,2018-09-21,278.139,2018-10-11,238.8805,-39.2585,-0.14114705237309402
XLM,2018-11-06,298.149,2018-11-16,274.8625,-23.28649999999999,-0.07810356566683098
STORJ,2018-04-15,1020.51,2018-05-08,1189.405,168.89499999999998,0.16550058304181242
STORJ,2018-10-13,383.19149999999996,2018-10-28,367.81600000000003,-15.375499999999931,-0.04012484619309127
GRS,2018-04-02,712.356,2018-05-01,1504.2475000000002,791.8915000000002,1.1116513372527221
GRS,2018-07-26,840.42,2018-08-03,627.686,-212.73399999999992,-0.2531281978058589
GRS,2018-10-10,680.3399999999999,2018-10-29,569.715,-110.62499999999989,-0.16260252226827748
ADA,2018-04-12,220.10999999999999,2018-05-06,383.808,163.698,0.7437099632002182
SBD,2018-04-18,3131.565,2018-05-04,3678.1600000000003,546.5950000000003,0.17454371855605752
SBD,2018-10-11,1185.5925,2018-10-23,1124.4375,-61.15499999999997,-0.051581804034691495
BTG,2018-01-13,489444.6,2018-01-17,247876.0,-241568.59999999998,-0.49355657412503884
BTG,2018-09-21,25452.719999999998,2018-10-12,28715.635000000002,3262.9150000000045,0.1281951398514581
BTG,2018-11-04,33066.525,2018-11-14,30294.845,-2771.6800000000003,-0.083821326855483
ICX,2018-04-19,3666.8325,2018-05-06,4697.650000000001,1030.8175000000006,0.28111933119388477
ICX,2018-08-26,1030.5149999999999,2018-10-12,689.6550000000001,-340.8599999999998,-0.3307666555071977
EOS,2018-08-29,6823.41,2018-09-05,5932.0325,-891.3774999999996,-0.13063519559868153
EOS,2018-11-06,6403.2,2018-12-15,2123.9375,-4279.2625,-0.6683006153173413
TRX,2018-10-07,30.6153,2018-10-13,26.986500000000003,-3.6287999999999982,-0.11852897080871323
SC,2018-07-17,13.30665,2018-08-19,6.816590000000001,-6.490059999999999,-0.48773057080482307
SC,2018-09-01,8.474235,2018-10-12,6.9965,-1.477735,-0.174379752272624
ZIL,2018-10-02,43.2216,2018-10-13,37.5812,-5.6404,-0.13049956503229865
POLYX,2018-10-09,235.11749999999998,2018-11-05,296.85150000000004,61.734000000000066,0.2625665890459029
ZRX,2018-07-17,1375.6875,2018-07-21,1289.355,-86.33249999999998,-0.06275589477988278
ZRX,2018-10-07,842.4209999999999,2018-10-28,921.5390000000001,79.11800000000017,0.0939174118403983
LOOM,2018-08-30,148.07399999999998,2018-09-06,101.94900000000001,-46.12499999999997,-0.31149965557761644
LOOM,2018-09-27,114.05699999999999,2018-10-28,133.93300000000002,19.876000000000033,0.1742637453203226
BCH,2018-04-18,949474.5,2018-05-10,1682158.5,732684.0,0.7716731728972184
BCH,2018-09-01,687943.7999999999,2018-09-21,559020.35,-128923.44999999995,-0.1874040437605513
BCH,2018-09-27,630715.2,2018-10-04,584707.5,-46007.69999999995,-0.07294528497172727
BCH,2018-11-03,538969.35,2018-11-13,579110.3,40140.95000000007,0.07447724068168268
STMX,2018-04-19,44.2221,2018-05-07,62.26885,18.046750000000003,0.40809346457992735
STMX,2018-10-05,9.774885,2018-10-12,8.545725000000001,-1.2291599999999985,-0.12574674791570423
STMX,2018-10-24,10.8054,2018-11-08,9.975010000000001,-0.8303899999999995,-0.07684953819386599
STRAX,2017-12-24,2021.01,2018-01-01,2209.8945000000003,188.88450000000034,0.09346044799382504
STRAX,2018-01-08,3721.8599999999997,2018-01-11,2320.839,-1401.0209999999997,-0.37643033322048647
STRAX,2018-09-04,223.11149999999998,2018-09-14,162.41875000000002,-60.69274999999996,-0.2720287838143707
STRAX,2018-10-24,190.59525,2018-11-10,167.41625000000002,-23.178999999999974,-0.12161373381550682
STRAX,2018-12-19,118.55924999999999,2018-12-31,119.94000000000001,1.3807500000000203,0.011646075696329224
GLM,2018-09-01,206.10299999999998,2018-09-16,154.9225,-51.18049999999997,-0.24832486669286702
GLM,2018-09-28,175.08749999999998,2018-10-31,192.9035,17.81600000000003,0.10175483686728083
